Geneid	SRR9257062
AT1G08090	66
AT1G66460	9
AT1G24220	3
AT1G08035	5
AT1G04985	1645
AT1G73780	9
AT1G36940	105
AT1G23850	59
AT1G66190	152
AT1G44318	0
AT1G24270	40
AT1G05350	749
AT1G19930	0
AT1G62520	206
AT1G23170	384
AT1G71150	41
AT1G11430	3529
AT1G17145	648
AT1G34815	0
AT1G73910	80
AT1G52050	75
AT1G34320	917
AT1G48280	286
AT1G12170	0
AT1G49225	6
AT1G01715	204
AT1G29160	153
AT1G22660	691
AT1G79410	139
AT1G75990	448
AT1G76770	7
AT1G78800	573
AT1G57560	28
AT1G48040	331
AT1G63400	116
AT1G32320	1
AT1G71830	480
AT1G75800	3386
AT1G22260	38
AT1G75950	4931
AT1G43730	1
AT1G21060	103
AT1G11330	817
AT1G77600	501
AT1G68790	1308
AT1G22860	663
AT1G53200	396
AT1G35250	109
AT1G60986	0
AT1G52700	135
AT1G03980	94
AT1G19990	272
AT1G58936	0
AT1G24320	3
AT1G62422	267
AT1G53282	0
AT1G67890	702
AT1G62410	0
AT1G13530	18
AT1G18260	2672
AT1G76210	4
AT1G34430	2375
AT1G14460	497
AT1G61350	645
AT1G42440	2644
AT1G12064	49
AT1G06570	1160
AT1G55310	2341
AT1G63740	354
AT1G09870	1308
AT1G17710	447
AT1G27200	790
AT1G62120	184
AT1G04770	969
AT1G67920	53
AT1G09410	100
AT1G10540	30
AT1G63615	0
AT1G49240	6809
AT1G09240	218
AT1G67810	39
AT1G70850	187
AT1G56360	0
AT1G18835	11
AT1G65920	250
AT1G11915	39
AT1G28440	1171
AT1G01650	606
AT1G16510	179
AT1G25025	0
AT1G53023	4
AT1G33440	80
AT1G74720	1626
AT1G72290	0
AT1G53230	57
AT1G01970	1064
AT1G12860	473
AT1G11400	879
AT1G53705	0
AT1G75560	2289
AT1G56225	0
AT1G27290	795
AT1G16740	1166
AT1G64060	474
AT1G15470	440
AT1G01800	2098
AT1G27260	0
AT1G30560	2
AT1G41830	2381
AT1G31490	0
AT1G34490	0
AT1G08440	52
AT1G04440	1963
AT1G49520	168
AT1G44608	51
AT1G54370	611
AT1G12600	11
AT1G74920	4660
AT1G08150	3
AT1G36100	0
AT1G77080	604
AT1G15610	0
AT1G56050	1857
AT1G55365	0
AT1G15130	1731
AT1G26220	0
AT1G48720	365
AT1G09932	58
AT1G49420	0
AT1G15670	848
AT1G78895	228
AT1G15460	138
AT1G22530	1450
AT1G05780	314
AT1G17840	1591
AT1G18080	10838
AT1G66970	1485
AT1G47265	3
AT1G25280	1075
AT1G48000	84
AT1G53330	124
AT1G62700	59
AT1G20135	0
AT1G64650	932
AT1G61562	0
AT1G23210	10
AT1G49320	142
AT1G66400	236
AT1G58280	566
AT1G01060	168
AT1G53010	0
AT1G60320	0
AT1G65300	11
AT1G24280	1127
AT1G71696	867
AT1G09690	23214
AT1G14780	269
AT1G03120	20
AT1G31000	0
AT1G26665	1213
AT1G51380	621
AT1G37150	34
AT1G05310	71
AT1G43130	713
AT1G04110	89
AT1G13620	11
AT1G24440	370
AT1G01440	475
AT1G66200	14285
AT1G09900	700
AT1G14455	0
AT1G01630	1829
AT1G20440	8072
AT1G77460	491
AT1G65040	1543
AT1G71430	173
AT1G18790	0
AT1G14830	2252
AT1G11990	11
AT1G77750	831
AT1G52620	175
AT1G52930	3078
AT1G21430	0
AT1G48060	4
AT1G58270	269
AT1G64790	2908
AT1G59885	0
AT1G34410	1
AT1G01550	1773
AT1G69270	43
AT1G23100	823
AT1G70940	2264
AT1G06810	2
AT1G32220	1594
AT1G03650	288
AT1G17330	223
AT1G16090	55
AT1G32160	697
AT1G65090	3
AT1G78520	14
AT1G68325	0
AT1G55870	927
AT1G50900	1532
AT1G10590	3497
AT1G73050	13
AT1G10200	2932
AT1G74300	52
AT1G07250	1018
AT1G10370	1277
AT1G09575	98
AT1G52618	81
AT1G05610	12
AT1G09150	1635
AT1G18690	269
AT1G57777	0
AT1G71730	1712
AT1G24390	0
AT1G61688	0
AT1G34310	2
AT1G55440	8
AT1G72530	179
AT1G62930	189
AT1G50480	7722
AT1G20540	812
AT1G58150	1302
AT1G23060	68
AT1G23910	4
AT1G71330	143
AT1G48510	81
AT1G66370	6
AT1G24520	9
AT1G58225	2
AT1G76680	1582
AT1G34245	197
AT1G57565	0
AT1G77420	360
AT1G27310	3348
AT1G35255	26
AT1G24020	21272
AT1G72960	11
AT1G28210	502
AT1G14840	633
AT1G35620	949
AT1G72210	130
AT1G14685	1037
AT1G66070	1318
AT1G02070	8
AT1G70300	577
AT1G78922	5
AT1G33470	1712
AT1G55947	0
AT1G55540	559
AT1G78890	298
AT1G59940	17
AT1G01910	1224
AT1G01570	126
AT1G08730	35
AT1G68185	236
AT1G16080	5750
AT1G04940	144
AT1G02340	72
AT1G62880	257
AT1G67930	555
AT1G51170	521
AT1G71970	279
AT1G05385	1212
AT1G47845	0
AT1G67560	439
AT1G26320	0
AT1G01680	10
AT1G67025	4
AT1G64160	2
AT1G51780	2
AT1G65660	3196
AT1G51600	543
AT1G71500	4368
AT1G70780	2314
AT1G66160	223
AT1G73120	77
AT1G48090	787
AT1G70760	4
AT1G47765	0
AT1G48820	6
AT1G18300	313
AT1G73680	1871
AT1G35040	0
AT1G02810	965
AT1G54460	729
AT1G21990	3
AT1G06180	301
AT1G75660	2134
AT1G48620	1137
AT1G74250	1138
AT1G07740	238
AT1G77140	567
AT1G73170	2716
AT1G67500	265
AT1G26350	0
AT1G32510	11
AT1G22890	54
AT1G23830	0
AT1G76510	570
AT1G08010	572
AT1G05840	631
AT1G55200	251
AT1G17070	397
AT1G78090	169
AT1G70810	1376
AT1G64750	2598
AT1G46984	0
AT1G11460	6
AT1G78440	8
AT1G79570	1132
AT1G09157	30
AT1G03720	3
AT1G01690	272
AT1G76230	17
AT1G63240	561
AT1G70960	1
AT1G34300	459
AT1G09680	166
AT1G42680	0
AT1G29180	5
AT1G03730	390
AT1G18160	1660
AT1G53490	152
AT1G77100	1
AT1G67130	0
AT1G26260	62
AT1G64255	2
AT1G08290	333
AT1G12320	90
AT1G18990	2
AT1G11220	81
AT1G55207	0
AT1G74660	83
AT1G63460	1058
AT1G55325	1048
AT1G77660	152
AT1G30130	728
AT1G80390	8
AT1G31300	558
AT1G73750	648
AT1G55990	94
AT1G60570	2
AT1G68907	0
AT1G66030	0
AT1G27170	209
AT1G04700	86
AT1G67050	366
AT1G76220	25
AT1G56400	0
AT1G78040	10838
AT1G49170	370
AT1G31540	867
AT1G29420	3
AT1G64840	421
AT1G62030	154
AT1G60095	32
AT1G21230	0
AT1G21660	898
AT1G65320	537
AT1G50570	909
AT1G33850	13
AT1G47870	642
AT1G47680	0
AT1G48850	2375
AT1G70440	112
AT1G65150	703
AT1G72800	183
AT1G09000	230
AT1G36160	3253
AT1G02145	507
AT1G23510	0
AT1G51690	1766
AT1G50650	13
AT1G47578	53
AT1G56105	0
AT1G06490	289
AT1G63640	663
AT1G19970	134
AT1G50110	258
AT1G21540	40
AT1G13590	158
AT1G22610	0
AT1G75110	84
AT1G73110	1284
AT1G36756	0
AT1G20370	1083
AT1G55510	752
AT1G77170	284
AT1G70660	262
AT1G51480	10
AT1G59359	0
AT1G26921	5
AT1G75870	0
AT1G75335	395
AT1G22830	217
AT1G09630	478
AT1G17280	770
AT1G02750	531
AT1G61070	0
AT1G15385	20
AT1G12855	1
AT1G03520	162
AT1G67880	395
AT1G36580	0
AT1G74190	0
AT1G14590	603
AT1G80625	2
AT1G08300	609
AT1G07020	240
AT1G59760	1850
AT1G72570	2
AT1G01360	217
AT1G70400	11
AT1G52690	155
AT1G78750	226
AT1G15720	1
AT1G14850	1227
AT1G70470	180
AT1G11820	1031
AT1G80700	404
AT1G60783	0
AT1G25230	332
AT1G43900	1398
AT1G67840	824
AT1G64660	1236
AT1G07690	0
AT1G47920	18
AT1G23680	1
AT1G18450	2033
AT1G17960	147
AT1G55930	561
AT1G61400	543
AT1G03080	1478
AT1G56660	652
AT1G24130	31
AT1G54960	182
AT1G48350	7691
AT1G80330	1
AT1G14440	502
AT1G65620	115
AT1G11620	0
AT1G69490	57
AT1G78990	76
AT1G29100	2
AT1G52315	10
AT1G70100	561
AT1G61480	37
AT1G35220	580
AT1G27510	2066
AT1G65780	1
AT1G69010	446
AT1G30870	714
AT1G56710	35
AT1G05800	0
AT1G63350	115
AT1G34827	0
AT1G03055	82
AT1G01160	942
AT1G47340	164
AT1G11170	246
AT1G62045	138
AT1G35467	0
AT1G69970	53
AT1G43145	0
AT1G20132	0
AT1G70210	441
AT1G49880	219
AT1G27060	133
AT1G30757	0
AT1G30690	1373
AT1G43760	0
AT1G35680	5955
AT1G61550	13
AT1G36745	0
AT1G58120	404
AT1G69090	0
AT1G27870	0
AT1G63710	1
AT1G03103	0
AT1G31970	5400
AT1G04960	990
AT1G68440	1041
AT1G05085	0
AT1G10740	1102
AT1G19040	0
AT1G32960	4
AT1G10290	1819
AT1G34020	433
AT1G20575	1151
AT1G56085	0
AT1G49190	0
AT1G01730	418
AT1G26500	84
AT1G75125	198
AT1G13800	168
AT1G28380	528
AT1G10150	0
AT1G02180	161
AT1G01180	129
AT1G04625	1
AT1G16810	1886
AT1G14160	182
AT1G55370	825
AT1G67790	0
AT1G30110	455
AT1G70640	169
AT1G71691	12
AT1G78970	243
AT1G09610	3
AT1G69190	0
AT1G34065	253
AT1G69730	683
AT1G64300	141
AT1G18180	279
AT1G53260	48
AT1G18750	100
AT1G72670	455
AT1G63090	1514
AT1G67350	3702
AT1G03430	459
AT1G31670	0
AT1G48790	836
AT1G64510	5932
AT1G10980	8
AT1G61667	322
AT1G48270	238
AT1G66570	1
AT1G35720	15451
AT1G11690	0
AT1G68880	191
AT1G72180	1027
AT1G15920	716
AT1G78020	1536
AT1G63060	0
AT1G24265	477
AT1G19710	449
AT1G28050	1008
AT1G51420	111
AT1G65540	1089
AT1G21600	3937
AT1G68980	443
AT1G20270	763
AT1G73640	125
AT1G02260	321
AT1G20410	447
AT1G55675	82
AT1G19900	28
AT1G30260	128
AT1G10800	51
AT1G56140	569
AT1G74270	5597
AT1G43610	0
AT1G20050	1845
AT1G72250	628
AT1G10940	3016
AT1G02420	23
AT1G32460	2
AT1G35614	0
AT1G11390	757
AT1G25450	357
AT1G77490	1531
AT1G69250	861
AT1G14890	1260
AT1G66280	55
AT1G07900	108
AT1G59218	72
AT1G33410	2348
AT1G72280	245
AT1G53670	2059
AT1G78290	437
AT1G36640	2
AT1G17360	918
AT1G14150	1061
AT1G03490	1
AT1G62910	160
AT1G70420	293
AT1G52590	945
AT1G29850	2348
AT1G33810	3101
AT1G19600	4942
AT1G51035	25
AT1G18340	249
AT1G53345	216
AT1G23995	0
AT1G31820	439
AT1G55350	1654
AT1G29460	45
AT1G07420	1135
AT1G04260	280
AT1G14720	2002
AT1G69550	588
AT1G62981	43
AT1G65080	194
AT1G80350	1236
AT1G67060	364
AT1G68845	1
AT1G63600	0
AT1G05930	1
AT1G58265	0
AT1G74100	2000
AT1G48450	7038
AT1G15600	0
AT1G68210	0
AT1G24159	0
AT1G31910	8183
AT1G43630	0
AT1G75010	1416
AT1G09700	1084
AT1G12900	17237
AT1G30545	157
AT1G16840	601
AT1G69740	4403
AT1G73280	13
AT1G30000	614
AT1G19150	1995
AT1G04860	1294
AT1G60170	2221
AT1G42190	0
AT1G45010	356
AT1G76065	137
AT1G69780	584
AT1G08750	296
AT1G62305	186
AT1G28610	1294
AT1G20490	102
AT1G73970	555
AT1G74580	224
AT1G52100	303
AT1G07670	2713
AT1G02890	2615
AT1G47720	346
AT1G33120	5547
AT1G30700	262
AT1G51650	16898
AT1G27840	1002
AT1G63105	1
AT1G09230	527
AT1G06900	1617
AT1G06050	161
AT1G73250	489
AT1G07050	1031
AT1G64810	679
AT1G75270	4376
AT1G64920	9
AT1G54680	198
AT1G05950	231
AT1G33390	675
AT1G73990	2957
AT1G56210	268
AT1G35030	0
AT1G78580	957
AT1G25155	0
AT1G31720	48
AT1G80030	1778
AT1G32980	0
AT1G56620	0
AT1G50680	0
AT1G78500	3
AT1G58460	15
AT1G45145	1910
AT1G53530	592
AT1G67035	48
AT1G21980	853
AT1G05100	15
AT1G56330	4658
AT1G62500	320
AT1G72940	307
AT1G35242	0
AT1G60750	5
AT1G68120	110
AT1G47330	522
AT1G18740	450
AT1G04210	1327
AT1G66060	71
AT1G56415	0
AT1G13910	250
AT1G07780	577
AT1G54940	29
AT1G76100	4446
AT1G66100	20
AT1G27360	169
AT1G73530	1198
AT1G77400	274
AT1G49290	0
AT1G67220	7
AT1G36272	0
AT1G35780	907
AT1G56460	870
AT1G16520	964
AT1G63057	7
AT1G06450	41
AT1G59722	0
AT1G51680	1943
AT1G55160	565
AT1G69150	2
AT1G66040	32
AT1G23020	1358
AT1G51915	0
AT1G69380	185
AT1G54400	31
AT1G27420	176
AT1G27910	457
AT1G49040	1124
AT1G58223	0
AT1G67330	0
AT1G23300	0
AT1G64230	7166
AT1G57690	0
AT1G55152	0
AT1G48030	10958
AT1G50890	154
AT1G15590	0
AT1G15180	1147
AT1G79460	228
AT1G20823	192
AT1G27330	4759
AT1G78830	2599
AT1G60050	14
AT1G72545	1
AT1G64584	1
AT1G69523	65
AT1G20720	155
AT1G55610	237
AT1G07400	3912
AT1G34575	0
AT1G44170	1614
AT1G27600	972
AT1G02710	0
AT1G15040	52
AT1G05200	1132
AT1G05575	33
AT1G75220	1296
AT1G13860	517
AT1G05720	460
AT1G53300	1020
AT1G54180	210
AT1G61810	4
AT1G62640	622
AT1G24430	83
AT1G80590	0
AT1G35820	0
AT1G63250	863
AT1G23890	354
AT1G20480	105
AT1G61790	2469
AT1G68300	5366
AT1G69790	77
AT1G10560	22
AT1G68780	392
AT1G07640	944
AT1G32710	1
AT1G34070	1
AT1G52155	112
AT1G47500	1347
AT1G77765	91
AT1G62190	0
AT1G26130	342
AT1G59500	0
AT1G77010	73
AT1G74130	1
AT1G15360	0
AT1G07170	898
AT1G10360	753
AT1G22780	5167
AT1G64610	377
AT1G02305	2919
AT1G21860	2
AT1G70990	53
AT1G16030	882
AT1G34270	212
AT1G69570	13
AT1G03240	0
AT1G05820	173
AT1G60690	167
AT1G58210	298
AT1G58007	26
AT1G29900	4081
AT1G33320	7
AT1G72630	629
AT1G09780	4332
AT1G29435	0
AT1G15350	540
AT1G06515	224
AT1G50030	970
AT1G32520	575
AT1G51210	0
AT1G66930	39
AT1G03540	104
AT1G76310	420
AT1G64385	624
AT1G43850	710
AT1G76965	4
AT1G51570	2384
AT1G76130	973
AT1G11050	0
AT1G72080	0
AT1G04680	1624
AT1G32780	302
AT1G18370	508
AT1G24040	833
AT1G61120	0
AT1G69160	292
AT1G22230	183
AT1G75240	1091
AT1G53700	49
AT1G80460	2328
AT1G59640	120
AT1G19850	747
AT1G21925	0
AT1G48600	7607
AT1G28390	329
AT1G67030	223
AT1G64340	6
AT1G31550	771
AT1G52360	2332
AT1G77270	200
AT1G64320	64
AT1G03165	0
AT1G64590	36
AT1G79400	7
AT1G02880	422
AT1G38790	0
AT1G63190	0
AT1G78850	2958
AT1G70895	111
AT1G12230	1732
AT1G35830	67
AT1G75430	2
AT1G53450	303
AT1G25330	0
AT1G21950	21
AT1G23650	0
AT1G72270	23
AT1G30170	31
AT1G15757	0
AT1G28150	1575
AT1G69500	1
AT1G23580	4
AT1G03440	444
AT1G76270	483
AT1G65560	584
AT1G13730	638
AT1G18060	2952
AT1G21640	2003
AT1G08960	281
AT1G79860	9
AT1G68360	17
AT1G10550	34
AT1G34570	772
AT1G65710	247
AT1G56530	0
AT1G53320	2359
AT1G17220	6870
AT1G77525	3
AT1G19960	195
AT1G52880	282
AT1G05420	49
AT1G76040	577
AT1G79840	265
AT1G47830	637
AT1G03010	32
AT1G78100	854
AT1G01695	5
AT1G15380	417
AT1G72320	1402
AT1G61690	890
AT1G01610	1527
AT1G74030	1215
AT1G66950	30
AT1G18770	0
AT1G74220	2
AT1G56630	17
AT1G02520	154
AT1G50620	599
AT1G08130	925
AT1G33790	290
AT1G62380	22303
AT1G73165	0
AT1G66000	0
AT1G77932	0
AT1G15480	1212
AT1G77960	2
AT1G02590	0
AT1G66640	0
AT1G23880	154
AT1G34460	89
AT1G12780	2264
AT1G30300	264
AT1G54060	992
AT1G33020	0
AT1G71130	358
AT1G75170	382
AT1G79920	5627
AT1G03190	379
AT1G16025	0
AT1G22620	741
AT1G51260	1
AT1G65640	0
AT1G26410	7
AT1G74820	0
AT1G34650	2
AT1G23190	2839
AT1G55250	679
AT1G74210	1009
AT1G76940	572
AT1G80890	529
AT1G74730	1600
AT1G76090	968
AT1G63990	12
AT1G61360	321
AT1G75140	551
AT1G21270	1376
AT1G49300	2261
AT1G80610	253
AT1G05570	1136
AT1G27540	439
AT1G53945	0
AT1G61565	0
AT1G30780	2
AT1G73350	534
AT1G52440	0
AT1G31280	478
AT1G01225	69
AT1G27110	96
AT1G03180	351
AT1G30050	3
AT1G19540	97
AT1G09540	54
AT1G28220	0
AT1G75717	0
AT1G52680	0
AT1G18940	43
AT1G62580	56
AT1G11020	365
AT1G75680	2985
AT1G16630	335
AT1G61415	24
