Geneid	SRR9257061
AT1G52140	276
AT1G18550	360
AT1G77510	2664
AT1G52430	40
AT1G15950	489
AT1G67850	313
AT1G69620	11269
AT1G49110	0
AT1G57860	4624
AT1G63160	283
AT1G71050	238
AT1G28510	593
AT1G48240	546
AT1G71140	151
AT1G66960	34
AT1G36370	1495
AT1G58242	0
AT1G63370	18
AT1G56110	7101
AT1G14510	1346
AT1G19010	246
AT1G54250	405
AT1G55170	313
AT1G70230	428
AT1G52830	7
AT1G45015	2
AT1G23160	0
AT1G67510	427
AT1G08230	353
AT1G67780	99
AT1G76830	0
AT1G04280	964
AT1G55020	1435
AT1G48970	589
AT1G79420	237
AT1G70350	440
AT1G35375	0
AT1G28306	0
AT1G12450	193
AT1G57660	7480
AT1G19086	0
AT1G05870	526
AT1G07540	2
AT1G78820	1082
AT1G03790	4
AT1G02220	211
AT1G74420	24
AT1G68700	7
AT1G64820	0
AT1G56680	225
AT1G58848	89
AT1G23985	0
AT1G22140	430
AT1G75210	1327
AT1G30330	2262
AT1G77200	54
AT1G30360	6324
AT1G75280	2651
AT1G18200	68
AT1G55680	2475
AT1G34000	1800
AT1G04410	28450
AT1G45243	0
AT1G21650	801
AT1G28520	1493
AT1G14048	0
AT1G05220	18
AT1G63245	19
AT1G66180	1499
AT1G07790	2471
AT1G07720	566
AT1G16420	27
AT1G72740	417
AT1G05060	265
AT1G55960	472
AT1G32060	26508
AT1G77700	127
AT1G75510	789
AT1G54090	661
AT1G26520	282
AT1G15240	880
AT1G07980	431
AT1G01740	162
AT1G62914	87
AT1G53090	304
AT1G08540	3647
AT1G12460	311
AT1G06250	25
AT1G52827	112
AT1G47690	0
AT1G49590	346
AT1G06280	0
AT1G78420	673
AT1G08465	360
AT1G32970	0
AT1G28815	1
AT1G01260	617
AT1G26815	0
AT1G16730	108
AT1G08700	831
AT1G66590	240
AT1G09550	0
AT1G16370	34
AT1G80730	26
AT1G11420	217
AT1G61210	579
AT1G57980	102
AT1G15140	3669
AT1G04810	2101
AT1G67070	58
AT1G53270	82
AT1G04550	635
AT1G44940	0
AT1G47810	0
AT1G27450	7066
AT1G33055	109
AT1G69400	135
AT1G51920	9
AT1G56000	265
AT1G42540	721
AT1G08100	0
AT1G29465	41
AT1G75960	552
AT1G63420	462
AT1G29470	7610
AT1G48310	206
AT1G32930	192
AT1G63880	1087
AT1G04630	1298
AT1G27150	669
AT1G79110	997
AT1G68490	1402
AT1G06040	2225
AT1G18970	84
AT1G72430	485
AT1G03040	981
AT1G28250	482
AT1G66630	0
AT1G10530	24
AT1G24090	145
AT1G09640	3189
AT1G14080	181
AT1G78760	2
AT1G44542	2
AT1G49350	251
AT1G47240	559
AT1G28430	2
AT1G12190	0
AT1G66610	0
AT1G16022	11
AT1G13370	12
AT1G21370	326
AT1G21590	1353
AT1G50390	15
AT1G60870	1475
AT1G69870	3151
AT1G18610	316
AT1G13890	0
AT1G24260	176
AT1G64140	2378
AT1G02290	295
AT1G26740	664
AT1G20460	117
AT1G11500	16
AT1G75040	887
AT1G07985	53
AT1G74035	0
AT1G15510	666
AT1G07040	728
AT1G71170	583
AT1G63470	950
AT1G13640	1391
AT1G35516	659
AT1G22210	2
AT1G33230	817
AT1G18050	0
AT1G79340	4444
AT1G57680	2068
AT1G29140	2
AT1G55110	483
AT1G67775	0
AT1G57730	1
AT1G64550	2661
AT1G68710	608
AT1G79270	724
AT1G67310	932
AT1G65610	265
AT1G53880	0
AT1G64380	53
AT1G27920	9
AT1G07220	350
AT1G14130	294
AT1G55040	315
AT1G35630	0
AT1G53860	40
AT1G71010	2457
AT1G56240	1
AT1G20630	2481
AT1G54217	205
AT1G44920	3211
AT1G63970	2254
AT1G26945	277
AT1G67870	14232
AT1G62850	714
AT1G50520	139
AT1G31500	462
AT1G15820	84312
AT1G72690	120
AT1G29030	372
AT1G75160	26
AT1G26090	342
AT1G59660	285
AT1G52460	0
AT1G10720	507
AT1G67670	2
AT1G11410	338
AT1G19025	46
AT1G80050	465
AT1G50320	4678
AT1G77330	1670
AT1G50090	7
AT1G16650	222
AT1G50830	8
AT1G02410	562
AT1G04420	3852
AT1G05190	13986
AT1G60660	485
AT1G13950	194
AT1G23147	0
AT1G17460	182
AT1G02110	841
AT1G32990	8956
AT1G22380	31
AT1G61300	791
AT1G15840	1
AT1G15440	1582
AT1G49650	947
AT1G18850	795
AT1G34150	239
AT1G13320	1995
AT1G13820	1591
AT1G15880	569
AT1G80810	466
AT1G54957	0
AT1G65310	305
AT1G20010	8241
AT1G52570	72
AT1G33520	985
AT1G54350	1728
AT1G58160	66
AT1G30190	3
AT1G14550	4
AT1G62450	0
AT1G16830	74
AT1G44090	0
AT1G10880	0
AT1G64633	0
AT1G03830	612
AT1G52530	32
AT1G63580	10
AT1G01600	363
AT1G10210	141
AT1G62720	13
AT1G36980	1318
AT1G16705	8
AT1G74180	179
AT1G69480	23
AT1G71520	10
AT1G34792	0
AT1G35190	785
AT1G07850	1
AT1G09620	5247
AT1G02570	23
AT1G26790	0
AT1G03620	39
AT1G01350	760
AT1G65770	0
AT1G21395	0
AT1G13810	249
AT1G14520	76
AT1G55630	197
AT1G18390	229
AT1G26797	0
AT1G25480	227
AT1G28190	161
AT1G49530	9
AT1G18486	2
AT1G12880	161
AT1G08090	447
AT1G66460	17
AT1G24220	0
AT1G08035	10
AT1G04985	948
AT1G73780	25
AT1G36940	72
AT1G23850	40
AT1G66190	170
AT1G44318	0
AT1G24270	40
AT1G05350	836
AT1G19930	2
AT1G62520	187
AT1G23170	467
AT1G71150	0
AT1G11430	4288
AT1G17145	371
AT1G34815	0
AT1G73910	13
AT1G52050	251
AT1G34320	1081
AT1G48280	269
AT1G12170	0
AT1G49225	6
AT1G01715	56
AT1G29160	193
AT1G22660	421
AT1G79410	569
AT1G75990	783
AT1G76770	21
AT1G78800	495
AT1G57560	47
AT1G48040	276
AT1G63400	80
AT1G32320	2
AT1G71830	448
AT1G75800	2378
AT1G22260	64
AT1G75950	5905
AT1G43730	0
AT1G21060	187
AT1G11330	584
AT1G77600	601
AT1G68790	1918
AT1G22860	532
AT1G53200	209
AT1G35250	197
AT1G60986	0
AT1G52700	194
AT1G03980	15
AT1G19990	453
AT1G58936	0
AT1G24320	32
AT1G62422	182
AT1G53282	0
AT1G67890	786
AT1G62410	3
AT1G13530	34
AT1G18260	1520
AT1G76210	5
AT1G34430	3669
AT1G14460	631
AT1G61350	512
AT1G42440	1879
AT1G12064	3
AT1G06570	412
AT1G55310	896
AT1G63740	266
AT1G09870	890
AT1G17710	376
AT1G27200	459
AT1G62120	136
AT1G04770	625
AT1G67920	87
AT1G09410	72
AT1G10540	17
AT1G63615	0
AT1G49240	6084
AT1G09240	293
AT1G67810	123
AT1G70850	3214
AT1G56360	0
AT1G18835	31
AT1G65920	292
AT1G11915	20
AT1G28440	2182
AT1G01650	730
AT1G16510	59
AT1G25025	0
AT1G53023	0
AT1G33440	117
AT1G74720	1477
AT1G72290	0
AT1G53230	228
AT1G01970	1462
AT1G12860	987
AT1G11400	527
AT1G53705	0
AT1G75560	1421
AT1G56225	0
AT1G27290	712
AT1G16740	1377
AT1G64060	588
AT1G15470	607
AT1G01800	1592
AT1G27260	0
AT1G30560	6
AT1G41830	3160
AT1G31490	0
AT1G34490	1
AT1G08440	13
AT1G04440	1309
AT1G49520	110
AT1G44608	48
AT1G54370	726
AT1G12600	5
AT1G74920	3735
AT1G08150	0
AT1G36100	0
AT1G77080	934
AT1G15610	2
AT1G56050	1606
AT1G55365	0
AT1G15130	1853
AT1G26220	0
AT1G48720	0
AT1G09932	165
AT1G49420	0
AT1G15670	580
AT1G78895	184
AT1G15460	45
AT1G22530	1812
AT1G05780	131
AT1G17840	1448
AT1G18080	16719
AT1G66970	2158
AT1G47265	0
AT1G25280	1022
AT1G48000	12
AT1G53330	71
AT1G62700	32
AT1G20135	0
AT1G64650	2398
AT1G61562	0
AT1G23210	28
AT1G49320	249
AT1G66400	71
AT1G58280	440
AT1G01060	31
AT1G53010	1
AT1G60320	0
AT1G65300	4
AT1G24280	1745
AT1G71696	369
AT1G09690	19612
AT1G14780	121
AT1G03120	11
AT1G31000	0
AT1G26665	919
AT1G51380	157
AT1G37150	29
AT1G05310	126
AT1G43130	654
AT1G04110	514
AT1G13620	23
AT1G24440	265
AT1G01440	516
AT1G66200	16678
AT1G09900	819
AT1G14455	5
AT1G01630	1605
AT1G20440	12274
AT1G77460	588
AT1G65040	720
AT1G71430	181
AT1G18790	0
AT1G14830	2414
AT1G11990	13
AT1G77750	1003
AT1G52620	197
AT1G52930	1594
AT1G21430	0
AT1G48060	5
AT1G58270	2189
AT1G64790	3620
AT1G59885	0
AT1G34410	0
AT1G01550	2147
AT1G69270	60
AT1G23100	338
AT1G70940	1683
AT1G06810	0
AT1G32220	1968
AT1G03650	129
AT1G17330	342
AT1G16090	101
AT1G32160	1543
AT1G65090	1
AT1G78520	16
AT1G68325	0
AT1G55870	355
AT1G50900	2027
AT1G10590	3420
AT1G73050	0
AT1G10200	3105
AT1G74300	133
AT1G07250	1220
AT1G10370	742
AT1G09575	82
AT1G52618	98
AT1G05610	17
AT1G09150	1137
AT1G18690	184
AT1G57777	0
AT1G71730	1368
AT1G24390	0
AT1G61688	0
AT1G34310	0
AT1G55440	10
AT1G72530	67
AT1G62930	135
AT1G50480	6121
AT1G20540	474
AT1G58150	83
AT1G23060	59
AT1G23910	0
AT1G71330	25
AT1G48510	60
AT1G66370	2
AT1G24520	6
AT1G58225	23
AT1G76680	2991
AT1G34245	180
AT1G57565	0
AT1G77420	219
AT1G27310	2028
AT1G35255	13
AT1G24020	7707
AT1G72960	14
AT1G28210	176
AT1G14840	1077
AT1G35620	1273
AT1G72210	144
AT1G14685	1266
AT1G66070	1121
AT1G02070	16
AT1G70300	528
AT1G78922	2
AT1G33470	1425
AT1G55947	0
AT1G55540	751
AT1G78890	731
AT1G59940	146
AT1G01910	1804
AT1G01570	62
AT1G08730	55
AT1G68185	265
AT1G16080	3433
AT1G04940	185
AT1G02340	30
AT1G62880	196
AT1G67930	1010
AT1G51170	377
AT1G71970	282
AT1G05385	612
AT1G47845	5
AT1G67560	789
AT1G26320	0
AT1G01680	11
AT1G67025	0
AT1G64160	8
AT1G51780	1
AT1G65660	1191
AT1G51600	680
AT1G71500	6913
AT1G70780	3710
AT1G66160	152
AT1G73120	75
AT1G48090	1887
AT1G70760	7
AT1G47765	0
AT1G48820	3
AT1G18300	127
AT1G73680	740
AT1G35040	0
AT1G02810	520
AT1G54460	896
AT1G21990	0
AT1G06180	232
AT1G75660	2582
AT1G48620	2678
AT1G74250	1220
AT1G07740	110
AT1G77140	561
AT1G73170	1384
AT1G67500	454
AT1G26350	0
AT1G32510	16
AT1G22890	131
AT1G23830	0
AT1G76510	622
AT1G08010	580
AT1G05840	346
AT1G55200	221
AT1G17070	457
AT1G78090	324
AT1G70810	838
AT1G64750	2094
AT1G46984	0
AT1G11460	16
AT1G78440	49
AT1G79570	1268
AT1G09157	1
AT1G03720	0
AT1G01690	247
AT1G76230	8
AT1G63240	465
AT1G70960	0
AT1G34300	480
AT1G09680	99
AT1G42680	0
AT1G29180	4
AT1G03730	300
AT1G18160	1249
AT1G53490	67
AT1G77100	0
AT1G67130	0
AT1G26260	146
AT1G64255	0
AT1G08290	162
AT1G12320	138
AT1G18990	1
AT1G11220	190
AT1G55207	11
AT1G74660	116
AT1G63460	687
AT1G55325	1245
AT1G77660	149
AT1G30130	684
AT1G80390	4
AT1G31300	591
AT1G73750	432
AT1G55990	216
AT1G60570	0
AT1G68907	0
AT1G66030	4
AT1G27170	136
AT1G04700	113
AT1G67050	235
AT1G76220	12
AT1G56400	0
AT1G78040	11436
AT1G49170	177
AT1G31540	310
AT1G29420	0
AT1G64840	277
AT1G62030	127
AT1G60095	66
AT1G21230	0
AT1G21660	1159
AT1G65320	465
AT1G50570	894
AT1G33850	1
AT1G47870	388
AT1G47680	0
AT1G48850	3118
AT1G70440	14
AT1G65150	210
AT1G72800	36
AT1G09000	188
AT1G36160	5312
AT1G02145	458
AT1G23510	2
AT1G51690	1741
AT1G50650	6
AT1G47578	26
AT1G56105	0
AT1G06490	235
AT1G63640	847
AT1G19970	160
AT1G50110	370
AT1G21540	145
AT1G13590	220
AT1G22610	0
AT1G75110	60
AT1G73110	1533
AT1G36756	0
AT1G20370	849
AT1G55510	373
AT1G77170	178
AT1G70660	60
AT1G51480	8
AT1G59359	0
AT1G26921	0
AT1G75870	0
AT1G75335	146
AT1G22830	110
AT1G09630	870
AT1G17280	665
AT1G02750	280
AT1G61070	0
AT1G15385	15
AT1G12855	2
AT1G03520	137
AT1G67880	248
AT1G36580	0
AT1G74190	0
AT1G14590	263
AT1G80625	1
AT1G08300	106
AT1G07020	190
AT1G59760	1180
AT1G72570	1
AT1G01360	275
AT1G70400	0
AT1G52690	22
AT1G78750	15
AT1G15720	0
AT1G14850	1526
AT1G70470	88
AT1G11820	1012
AT1G80700	369
AT1G60783	2
AT1G25230	524
AT1G43900	902
AT1G67840	1152
AT1G64660	250
AT1G07690	0
AT1G47920	2
AT1G23680	0
AT1G18450	1348
AT1G17960	24
AT1G55930	511
AT1G61400	132
AT1G03080	1945
AT1G56660	829
AT1G24130	26
AT1G54960	184
AT1G48350	10848
AT1G80330	0
AT1G14440	642
AT1G65620	84
AT1G11620	0
AT1G69490	20
AT1G78990	231
AT1G29100	0
AT1G52315	42
AT1G70100	770
AT1G61480	26
AT1G35220	961
AT1G27510	1432
AT1G65780	1
AT1G69010	503
AT1G30870	817
AT1G56710	66
AT1G05800	0
AT1G63350	97
AT1G34827	0
AT1G03055	60
AT1G01160	487
AT1G47340	150
AT1G11170	166
AT1G62045	191
AT1G35467	0
AT1G69970	57
AT1G43145	0
AT1G20132	0
AT1G70210	556
AT1G49880	95
AT1G27060	126
AT1G30757	0
AT1G30690	3161
AT1G43760	0
AT1G35680	9409
AT1G61550	17
AT1G36745	0
AT1G58120	0
AT1G69090	0
AT1G27870	0
AT1G63710	40
AT1G03103	0
AT1G31970	3181
AT1G04960	520
AT1G68440	483
AT1G05085	0
AT1G10740	582
AT1G19040	0
AT1G32960	4
AT1G10290	2956
AT1G34020	515
AT1G20575	590
AT1G56085	0
AT1G49190	0
AT1G01730	489
AT1G26500	61
AT1G75125	78
AT1G13800	94
AT1G28380	826
AT1G10150	0
AT1G02180	160
AT1G01180	160
AT1G04625	0
AT1G16810	1905
AT1G14160	149
AT1G55370	926
AT1G67790	0
AT1G30110	448
AT1G70640	80
AT1G71691	6
AT1G78970	418
AT1G09610	3
AT1G69190	0
AT1G34065	216
AT1G69730	237
AT1G64300	101
AT1G18180	145
AT1G53260	6
AT1G18750	47
AT1G72670	504
AT1G63090	319
AT1G67350	3042
AT1G03430	320
AT1G31670	0
AT1G48790	948
AT1G64510	9271
AT1G10980	15
AT1G61667	203
AT1G48270	183
AT1G66570	1
AT1G35720	15346
AT1G11690	0
AT1G68880	205
AT1G72180	1288
AT1G15920	378
AT1G78020	2397
AT1G63060	0
AT1G24265	119
AT1G19710	398
AT1G28050	1421
AT1G51420	499
AT1G65540	1644
AT1G21600	4126
AT1G68980	277
AT1G20270	376
AT1G73640	92
AT1G02260	377
AT1G20410	494
AT1G55675	331
AT1G19900	133
AT1G30260	133
AT1G10800	21
AT1G56140	740
AT1G74270	3400
AT1G43610	0
AT1G20050	1600
AT1G72250	803
AT1G10940	1616
AT1G02420	25
AT1G32460	0
AT1G35614	0
AT1G11390	807
AT1G25450	969
AT1G77490	3423
AT1G69250	1133
AT1G14890	447
AT1G66280	1560
AT1G07900	15
AT1G59218	54
AT1G33410	1561
AT1G72280	158
AT1G53670	2281
AT1G78290	76
AT1G36640	10
AT1G17360	694
AT1G14150	2541
AT1G03490	0
AT1G62910	85
AT1G70420	345
AT1G52590	575
AT1G29850	2015
AT1G33810	2601
AT1G19600	1832
AT1G51035	10
AT1G18340	276
AT1G53345	113
AT1G23995	0
AT1G31820	100
AT1G55350	2125
AT1G29460	33
AT1G07420	1302
AT1G04260	346
AT1G14720	1804
AT1G69550	619
AT1G62981	65
AT1G65080	130
AT1G80350	1114
AT1G67060	345
AT1G68845	0
AT1G63600	4
AT1G05930	1
AT1G58265	0
AT1G74100	1775
AT1G48450	3005
AT1G15600	0
AT1G68210	0
AT1G24159	0
AT1G31910	4673
AT1G43630	0
AT1G75010	800
AT1G09700	438
AT1G12900	31718
AT1G30545	62
AT1G16840	998
AT1G69740	6046
AT1G73280	80
AT1G30000	823
AT1G19150	2706
AT1G04860	1056
AT1G60170	1573
AT1G42190	0
AT1G45010	364
AT1G76065	46
AT1G69780	413
AT1G08750	388
AT1G62305	111
AT1G28610	552
AT1G20490	97
AT1G73970	389
AT1G74580	122
AT1G52100	483
AT1G07670	2041
AT1G02890	2305
AT1G47720	160
AT1G33120	4329
AT1G30700	316
AT1G51650	7434
AT1G27840	483
AT1G63105	0
AT1G09230	338
AT1G06900	1537
AT1G06050	100
AT1G73250	413
AT1G07050	3169
AT1G64810	469
AT1G75270	1414
AT1G64920	65
AT1G54680	54
AT1G05950	187
AT1G33390	595
AT1G73990	2285
AT1G56210	312
AT1G35030	0
AT1G78580	2059
AT1G25155	0
AT1G31720	30
AT1G80030	2458
AT1G32980	0
AT1G56620	0
AT1G50680	0
AT1G78500	2
AT1G58460	12
AT1G45145	827
AT1G53530	268
AT1G67035	105
AT1G21980	1006
AT1G05100	13
AT1G56330	3525
AT1G62500	701
AT1G72940	221
AT1G35242	1
AT1G60750	26
AT1G68120	48
AT1G47330	453
AT1G18740	386
AT1G04210	1535
AT1G66060	52
AT1G56415	0
AT1G13910	172
AT1G07780	543
AT1G54940	25
AT1G76100	4391
AT1G66100	514
AT1G27360	183
AT1G73530	1342
AT1G77400	403
AT1G49290	0
AT1G67220	0
AT1G36272	0
AT1G35780	1165
AT1G56460	579
AT1G16520	798
AT1G63057	2
AT1G06450	23
AT1G59722	0
AT1G51680	2907
AT1G55160	672
AT1G69150	2
AT1G66040	1
AT1G23020	1031
AT1G51915	9
AT1G69380	265
AT1G54400	8
AT1G27420	44
AT1G27910	449
AT1G49040	1560
AT1G58223	0
AT1G67330	0
AT1G23300	0
AT1G64230	3587
AT1G57690	0
AT1G55152	0
AT1G48030	10974
AT1G50890	202
AT1G15590	0
AT1G15180	614
AT1G79460	397
AT1G20823	174
AT1G27330	2124
AT1G78830	2372
AT1G60050	7
AT1G72545	0
AT1G64584	4
AT1G69523	307
AT1G20720	232
AT1G55610	184
AT1G07400	60
AT1G34575	0
AT1G44170	1500
AT1G27600	915
AT1G02710	0
AT1G15040	37
AT1G05200	739
AT1G05575	45
AT1G75220	1159
AT1G13860	499
AT1G05720	389
AT1G53300	1282
AT1G54180	198
AT1G61810	22
AT1G62640	1453
AT1G24430	70
AT1G80590	0
AT1G35820	0
AT1G63250	315
AT1G23890	340
AT1G20480	145
AT1G61790	1702
AT1G68300	952
AT1G69790	19
AT1G10560	64
AT1G68780	458
AT1G07640	998
AT1G32710	1
AT1G34070	0
AT1G52155	119
AT1G47500	1701
AT1G77765	33
AT1G62190	0
AT1G26130	366
AT1G59500	0
AT1G77010	41
AT1G74130	3
AT1G15360	1
AT1G07170	421
AT1G10360	579
AT1G22780	7093
AT1G64610	161
AT1G02305	1667
AT1G21860	10
AT1G70990	51
AT1G16030	149
AT1G34270	228
AT1G69570	7
AT1G03240	3
AT1G05820	42
AT1G60690	292
AT1G58210	178
AT1G58007	23
AT1G29900	5156
AT1G33320	8
AT1G72630	410
AT1G09780	11560
AT1G29435	0
AT1G15350	520
AT1G06515	334
AT1G50030	1263
AT1G32520	206
AT1G51210	0
AT1G66930	18
AT1G03540	80
AT1G76310	615
AT1G64385	773
AT1G43850	862
AT1G76965	4
AT1G51570	3949
AT1G76130	318
AT1G11050	1
AT1G72080	0
AT1G04680	2729
AT1G32780	110
AT1G18370	1360
AT1G24040	552
AT1G61120	4
AT1G69160	371
AT1G22230	195
AT1G75240	1003
AT1G53700	71
AT1G80460	2473
AT1G59640	58
AT1G19850	933
AT1G21925	0
AT1G48600	7371
AT1G28390	468
AT1G67030	406
AT1G64340	3
AT1G31550	262
AT1G52360	3647
AT1G77270	169
AT1G64320	44
AT1G03165	0
AT1G64590	54
AT1G79400	7
AT1G02880	384
AT1G38790	0
AT1G63190	0
AT1G78850	5125
AT1G70895	95
AT1G12230	2690
AT1G35830	70
AT1G75430	6
AT1G53450	346
AT1G25330	0
AT1G21950	0
AT1G23650	0
AT1G72270	6
AT1G30170	4
AT1G15757	0
AT1G28150	2069
AT1G69500	0
AT1G23580	4
AT1G03440	522
AT1G76270	450
AT1G65560	260
AT1G13730	1127
AT1G18060	3031
AT1G21640	1887
AT1G08960	335
AT1G79860	32
AT1G68360	44
AT1G10550	42
AT1G34570	673
AT1G65710	386
AT1G56530	0
AT1G53320	1007
AT1G17220	11097
AT1G77525	7
AT1G19960	605
AT1G52880	183
AT1G05420	38
AT1G76040	341
AT1G79840	362
AT1G47830	769
AT1G03010	7
AT1G78100	888
AT1G01695	9
AT1G15380	630
AT1G72320	1073
AT1G61690	957
AT1G01610	1758
AT1G74030	2883
AT1G66950	57
AT1G18770	0
AT1G74220	0
AT1G56630	78
AT1G02520	358
AT1G50620	430
AT1G08130	1141
AT1G33790	312
AT1G62380	12163
AT1G73165	7
AT1G66000	0
AT1G77932	0
AT1G15480	712
AT1G77960	25
AT1G02590	0
AT1G66640	0
AT1G23880	149
AT1G34460	11
AT1G12780	856
AT1G30300	265
AT1G54060	800
AT1G33020	0
AT1G71130	377
AT1G75170	344
AT1G79920	3308
AT1G03190	308
AT1G16025	0
AT1G22620	762
AT1G51260	2
AT1G65640	0
AT1G26410	32
AT1G74820	0
AT1G34650	0
AT1G23190	3687
AT1G55250	643
AT1G74210	748
AT1G76940	397
AT1G80890	188
AT1G74730	3975
AT1G76090	1290
AT1G63990	9
AT1G61360	429
AT1G75140	543
AT1G21270	886
AT1G49300	1650
AT1G80610	211
AT1G05570	2195
AT1G27540	448
AT1G53945	0
AT1G61565	0
AT1G30780	1
AT1G73350	489
AT1G52440	3
AT1G31280	527
AT1G01225	106
AT1G27110	32
AT1G03180	87
AT1G30050	3
AT1G19540	77
AT1G09540	30
AT1G28220	8
AT1G75717	0
AT1G52680	0
AT1G18940	45
AT1G62580	25
AT1G11020	287
AT1G75680	2809
AT1G16630	547
AT1G61415	7
AT1G65840	3268
AT1G31870	561
AT1G74370	376
